Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Chatham Islands territory","40-44 years","Total people, ethnic group","Male","1996",30,
"Chatham Islands territory","40-44 years","Total people, ethnic group","Female","1996",25,
"Waitaki district","40-44 years","Total people, ethnic group","Male","1996",800,
"Waitaki district","40-44 years","Total people, ethnic group","Female","1996",780,
"Central Otago district","40-44 years","Total people, ethnic group","Male","1996",600,
"Central Otago district","40-44 years","Total people, ethnic group","Female","1996",570,
"Queenstown-Lakes district","40-44 years","Total people, ethnic group","Male","1996",550,
"Queenstown-Lakes district","40-44 years","Total people, ethnic group","Female","1996",500,
"Dunedin city","40-44 years","Total people, ethnic group","Male","1996",4030,
"Dunedin city","40-44 years","Total people, ethnic group","Female","1996",4070,
"Clutha district","40-44 years","Total people, ethnic group","Male","1996",710,
"Clutha district","40-44 years","Total people, ethnic group","Female","1996",650,
"Southland district","40-44 years","Total people, ethnic group","Male","1996",1280,
"Southland district","40-44 years","Total people, ethnic group","Female","1996",1140,
"Gore district","40-44 years","Total people, ethnic group","Male","1996",490,
"Gore district","40-44 years","Total people, ethnic group","Female","1996",490,
"Invercargill city","40-44 years","Total people, ethnic group","Male","1996",1970,
"Invercargill city","40-44 years","Total people, ethnic group","Female","1996",1870,
"Area outside territorial authority","40-44 years","Total people, ethnic group","Male","1996",15,
"Area outside territorial authority","40-44 years","Total people, ethnic group","Female","1996",5,
"Far North district","45-49 years","Total people, ethnic group","Male","1996",1790,
"Far North district","45-49 years","Total people, ethnic group","Female","1996",1750,
"Whangarei district","45-49 years","Total people, ethnic group","Male","1996",2260,
"Whangarei district","45-49 years","Total people, ethnic group","Female","1996",2270,
"Kaipara district","45-49 years","Total people, ethnic group","Male","1996",590,
"Kaipara district","45-49 years","Total people, ethnic group","Female","1996",580,
"Auckland","45-49 years","Total people, ethnic group","Male","1996",37680,
"Auckland","45-49 years","Total people, ethnic group","Female","1996",38270,
"Thames-Coromandel district","45-49 years","Total people, ethnic group","Male","1996",860,
"Thames-Coromandel district","45-49 years","Total people, ethnic group","Female","1996",860,
"Hauraki district","45-49 years","Total people, ethnic group","Male","1996",560,
"Hauraki district","45-49 years","Total people, ethnic group","Female","1996",580,
"Waikato district","45-49 years","Total people, ethnic group","Male","1996",1750,
"Waikato district","45-49 years","Total people, ethnic group","Female","1996",1740,
"Matamata-Piako district","45-49 years","Total people, ethnic group","Male","1996",920,
"Matamata-Piako district","45-49 years","Total people, ethnic group","Female","1996",900,
"Hamilton city","45-49 years","Total people, ethnic group","Male","1996",3380,
"Hamilton city","45-49 years","Total people, ethnic group","Female","1996",3680,
"Waipa district","45-49 years","Total people, ethnic group","Male","1996",1270,
"Waipa district","45-49 years","Total people, ethnic group","Female","1996",1210,
"Otorohanga district","45-49 years","Total people, ethnic group","Male","1996",350,
"Otorohanga district","45-49 years","Total people, ethnic group","Female","1996",310,
"South Waikato district","45-49 years","Total people, ethnic group","Male","1996",790,
"South Waikato district","45-49 years","Total people, ethnic group","Female","1996",730,
"Waitomo district","45-49 years","Total people, ethnic group","Male","1996",390,
"Waitomo district","45-49 years","Total people, ethnic group","Female","1996",340,
"Taupo district","45-49 years","Total people, ethnic group","Male","1996",1020,
"Taupo district","45-49 years","Total people, ethnic group","Female","1996",950,
"Western Bay of Plenty district","45-49 years","Total people, ethnic group","Male","1996",1260,
"Western Bay of Plenty district","45-49 years","Total people, ethnic group","Female","1996",1300,
"Tauranga city","45-49 years","Total people, ethnic group","Male","1996",2520,
"Tauranga city","45-49 years","Total people, ethnic group","Female","1996",2600,
"Rotorua district","45-49 years","Total people, ethnic group","Male","1996",2120,
"Rotorua district","45-49 years","Total people, ethnic group","Female","1996",2070,
"Whakatane district","45-49 years","Total people, ethnic group","Male","1996",1090,
"Whakatane district","45-49 years","Total people, ethnic group","Female","1996",1060,
"Kawerau district","45-49 years","Total people, ethnic group","Male","1996",250,
"Kawerau district","45-49 years","Total people, ethnic group","Female","1996",220,
"Opotiki district","45-49 years","Total people, ethnic group","Male","1996",310,
"Opotiki district","45-49 years","Total people, ethnic group","Female","1996",290,
"Gisborne district","45-49 years","Total people, ethnic group","Male","1996",1490,
"Gisborne district","45-49 years","Total people, ethnic group","Female","1996",1380,
"Wairoa district","45-49 years","Total people, ethnic group","Male","1996",350,
"Wairoa district","45-49 years","Total people, ethnic group","Female","1996",320,
"Hastings district","45-49 years","Total people, ethnic group","Male","1996",2340,
"Hastings district","45-49 years","Total people, ethnic group","Female","1996",2300,
"Napier city","45-49 years","Total people, ethnic group","Male","1996",1840,
"Napier city","45-49 years","Total people, ethnic group","Female","1996",2030,
"Central Hawke's Bay district","45-49 years","Total people, ethnic group","Male","1996",500,
"Central Hawke's Bay district","45-49 years","Total people, ethnic group","Female","1996",460,
"New Plymouth district","45-49 years","Total people, ethnic group","Male","1996",2370,
"New Plymouth district","45-49 years","Total people, ethnic group","Female","1996",2330,
"Stratford district","45-49 years","Total people, ethnic group","Male","1996",310,
"Stratford district","45-49 years","Total people, ethnic group","Female","1996",270,
"South Taranaki district","45-49 years","Total people, ethnic group","Male","1996",950,
"South Taranaki district","45-49 years","Total people, ethnic group","Female","1996",880,
"Ruapehu district","45-49 years","Total people, ethnic group","Male","1996",520,
"Ruapehu district","45-49 years","Total people, ethnic group","Female","1996",450,
"Wanganui district","45-49 years","Total people, ethnic group","Male","1996",1440,
"Wanganui district","45-49 years","Total people, ethnic group","Female","1996",1410,
"Rangitikei district","45-49 years","Total people, ethnic group","Male","1996",490,
"Rangitikei district","45-49 years","Total people, ethnic group","Female","1996",510,
"Manawatu district","45-49 years","Total people, ethnic group","Male","1996",870,
"Manawatu district","45-49 years","Total people, ethnic group","Female","1996",870,
"Palmerston North city","45-49 years","Total people, ethnic group","Male","1996",2220,
"Palmerston North city","45-49 years","Total people, ethnic group","Female","1996",2360,
"Tararua district","45-49 years","Total people, ethnic group","Male","1996",650,
"Tararua district","45-49 years","Total people, ethnic group","Female","1996",590,
"Horowhenua district","45-49 years","Total people, ethnic group","Male","1996",910,
"Horowhenua district","45-49 years","Total people, ethnic group","Female","1996",950,
"Kapiti Coast district","45-49 years","Total people, ethnic group","Male","1996",1250,
"Kapiti Coast district","45-49 years","Total people, ethnic group","Female","1996",1320,
"Porirua city","45-49 years","Total people, ethnic group","Male","1996",1610,
"Porirua city","45-49 years","Total people, ethnic group","Female","1996",1580,
"Upper Hutt city","45-49 years","Total people, ethnic group","Male","1996",1330,
"Upper Hutt city","45-49 years","Total people, ethnic group","Female","1996",1300,
"Lower Hutt city","45-49 years","Total people, ethnic group","Male","1996",3370,
"Lower Hutt city","45-49 years","Total people, ethnic group","Female","1996",3330,
"Wellington city","45-49 years","Total people, ethnic group","Male","1996",5540,
"Wellington city","45-49 years","Total people, ethnic group","Female","1996",5480,
"Masterton district","45-49 years","Total people, ethnic group","Male","1996",780,
"Masterton district","45-49 years","Total people, ethnic group","Female","1996",740,
"Carterton district","45-49 years","Total people, ethnic group","Male","1996",270,
"Carterton district","45-49 years","Total people, ethnic group","Female","1996",240,
"South Wairarapa district","45-49 years","Total people, ethnic group","Male","1996",370,
"South Wairarapa district","45-49 years","Total people, ethnic group","Female","1996",340,
"Tasman district","45-49 years","Total people, ethnic group","Male","1996",1540,
"Tasman district","45-49 years","Total people, ethnic group","Female","1996",1450,
"Nelson city","45-49 years","Total people, ethnic group","Male","1996",1470,
"Nelson city","45-49 years","Total people, ethnic group","Female","1996",1440,
"Marlborough district","45-49 years","Total people, ethnic group","Male","1996",1350,
"Marlborough district","45-49 years","Total people, ethnic group","Female","1996",1340,
"Kaikoura district","45-49 years","Total people, ethnic group","Male","1996",130,
"Kaikoura district","45-49 years","Total people, ethnic group","Female","1996",110,
"Buller district","45-49 years","Total people, ethnic group","Male","1996",400,
"Buller district","45-49 years","Total people, ethnic group","Female","1996",340,
