Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"West Coast region","60-64 years","Total people, ethnic group","Male","1996",730,
"West Coast region","60-64 years","Total people, ethnic group","Female","1996",610,
"Canterbury region","60-64 years","Total people, ethnic group","Male","1996",9270,
"Canterbury region","60-64 years","Total people, ethnic group","Female","1996",9610,
"Otago region","60-64 years","Total people, ethnic group","Male","1996",3680,
"Otago region","60-64 years","Total people, ethnic group","Female","1996",3730,
"Southland region","60-64 years","Total people, ethnic group","Male","1996",1980,
"Southland region","60-64 years","Total people, ethnic group","Female","1996",1940,
"Northland region","65-69 years","Total people, ethnic group","Male","1996",3030,
"Northland region","65-69 years","Total people, ethnic group","Female","1996",2820,
"Auckland region","65-69 years","Total people, ethnic group","Male","1996",16740,
"Auckland region","65-69 years","Total people, ethnic group","Female","1996",17750,
"Waikato region","65-69 years","Total people, ethnic group","Male","1996",6440,
"Waikato region","65-69 years","Total people, ethnic group","Female","1996",6310,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Male","1996",4830,
"Bay of Plenty region","65-69 years","Total people, ethnic group","Female","1996",4780,
"Gisborne region","65-69 years","Total people, ethnic group","Male","1996",790,
"Gisborne region","65-69 years","Total people, ethnic group","Female","1996",870,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Male","1996",2790,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Female","1996",2930,
"Taranaki region","65-69 years","Total people, ethnic group","Male","1996",2060,
"Taranaki region","65-69 years","Total people, ethnic group","Female","1996",2200,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Male","1996",4360,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Female","1996",4480,
"Wellington region","65-69 years","Total people, ethnic group","Male","1996",7000,
"Wellington region","65-69 years","Total people, ethnic group","Female","1996",7450,
"Tasman region","65-69 years","Total people, ethnic group","Male","1996",760,
"Tasman region","65-69 years","Total people, ethnic group","Female","1996",730,
"Nelson region","65-69 years","Total people, ethnic group","Male","1996",720,
"Nelson region","65-69 years","Total people, ethnic group","Female","1996",890,
"Marlborough region","65-69 years","Total people, ethnic group","Male","1996",900,
"Marlborough region","65-69 years","Total people, ethnic group","Female","1996",910,
"West Coast region","65-69 years","Total people, ethnic group","Male","1996",630,
"West Coast region","65-69 years","Total people, ethnic group","Female","1996",590,
"Canterbury region","65-69 years","Total people, ethnic group","Male","1996",9570,
"Canterbury region","65-69 years","Total people, ethnic group","Female","1996",10190,
"Otago region","65-69 years","Total people, ethnic group","Male","1996",3790,
"Otago region","65-69 years","Total people, ethnic group","Female","1996",3940,
"Southland region","65-69 years","Total people, ethnic group","Male","1996",1910,
"Southland region","65-69 years","Total people, ethnic group","Female","1996",1870,
"Northland region","70-74 years","Total people, ethnic group","Male","1996",2290,
"Northland region","70-74 years","Total people, ethnic group","Female","1996",2370,
"Auckland region","70-74 years","Total people, ethnic group","Male","1996",13360,
"Auckland region","70-74 years","Total people, ethnic group","Female","1996",16280,
"Waikato region","70-74 years","Total people, ethnic group","Male","1996",4890,
"Waikato region","70-74 years","Total people, ethnic group","Female","1996",5530,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Male","1996",3920,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Female","1996",4380,
"Gisborne region","70-74 years","Total people, ethnic group","Male","1996",620,
"Gisborne region","70-74 years","Total people, ethnic group","Female","1996",730,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Male","1996",2210,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Female","1996",2770,
"Taranaki region","70-74 years","Total people, ethnic group","Male","1996",1670,
"Taranaki region","70-74 years","Total people, ethnic group","Female","1996",2080,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Male","1996",3470,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Female","1996",4120,
"Wellington region","70-74 years","Total people, ethnic group","Male","1996",5580,
"Wellington region","70-74 years","Total people, ethnic group","Female","1996",6680,
"Tasman region","70-74 years","Total people, ethnic group","Male","1996",650,
"Tasman region","70-74 years","Total people, ethnic group","Female","1996",710,
"Nelson region","70-74 years","Total people, ethnic group","Male","1996",720,
"Nelson region","70-74 years","Total people, ethnic group","Female","1996",880,
"Marlborough region","70-74 years","Total people, ethnic group","Male","1996",720,
"Marlborough region","70-74 years","Total people, ethnic group","Female","1996",800,
"West Coast region","70-74 years","Total people, ethnic group","Male","1996",550,
"West Coast region","70-74 years","Total people, ethnic group","Female","1996",560,
"Canterbury region","70-74 years","Total people, ethnic group","Male","1996",7770,
"Canterbury region","70-74 years","Total people, ethnic group","Female","1996",9670,
"Otago region","70-74 years","Total people, ethnic group","Male","1996",2970,
"Otago region","70-74 years","Total people, ethnic group","Female","1996",3610,
"Southland region","70-74 years","Total people, ethnic group","Male","1996",1390,
"Southland region","70-74 years","Total people, ethnic group","Female","1996",1710,
"Northland region","75-79 years","Total people, ethnic group","Male","1996",1380,
"Northland region","75-79 years","Total people, ethnic group","Female","1996",1740,
"Auckland region","75-79 years","Total people, ethnic group","Male","1996",8920,
"Auckland region","75-79 years","Total people, ethnic group","Female","1996",13100,
"Waikato region","75-79 years","Total people, ethnic group","Male","1996",3070,
"Waikato region","75-79 years","Total people, ethnic group","Female","1996",4260,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Male","1996",2550,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Female","1996",3280,
"Gisborne region","75-79 years","Total people, ethnic group","Male","1996",410,
"Gisborne region","75-79 years","Total people, ethnic group","Female","1996",590,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Male","1996",1480,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Female","1996",2160,
"Taranaki region","75-79 years","Total people, ethnic group","Male","1996",1140,
"Taranaki region","75-79 years","Total people, ethnic group","Female","1996",1600,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Male","1996",2290,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Female","1996",3310,
"Wellington region","75-79 years","Total people, ethnic group","Male","1996",3540,
"Wellington region","75-79 years","Total people, ethnic group","Female","1996",5310,
"Tasman region","75-79 years","Total people, ethnic group","Male","1996",430,
"Tasman region","75-79 years","Total people, ethnic group","Female","1996",520,
"Nelson region","75-79 years","Total people, ethnic group","Male","1996",500,
"Nelson region","75-79 years","Total people, ethnic group","Female","1996",720,
"Marlborough region","75-79 years","Total people, ethnic group","Male","1996",470,
"Marlborough region","75-79 years","Total people, ethnic group","Female","1996",600,
"West Coast region","75-79 years","Total people, ethnic group","Male","1996",350,
"West Coast region","75-79 years","Total people, ethnic group","Female","1996",450,
"Canterbury region","75-79 years","Total people, ethnic group","Male","1996",5010,
"Canterbury region","75-79 years","Total people, ethnic group","Female","1996",7510,
"Otago region","75-79 years","Total people, ethnic group","Male","1996",1820,
"Otago region","75-79 years","Total people, ethnic group","Female","1996",2990,
"Southland region","75-79 years","Total people, ethnic group","Male","1996",880,
"Southland region","75-79 years","Total people, ethnic group","Female","1996",1370,
"Northland region","80-84 years","Total people, ethnic group","Male","1996",830,
"Northland region","80-84 years","Total people, ethnic group","Female","1996",1180,
"Auckland region","80-84 years","Total people, ethnic group","Male","1996",5500,
"Auckland region","80-84 years","Total people, ethnic group","Female","1996",9770,
"Waikato region","80-84 years","Total people, ethnic group","Male","1996",1960,
"Waikato region","80-84 years","Total people, ethnic group","Female","1996",2940,
"Bay of Plenty region","80-84 years","Total people, ethnic group","Male","1996",1430,
"Bay of Plenty region","80-84 years","Total people, ethnic group","Female","1996",2170,
"Gisborne region","80-84 years","Total people, ethnic group","Male","1996",290,
"Gisborne region","80-84 years","Total people, ethnic group","Female","1996",460,
"Hawke's Bay region","80-84 years","Total people, ethnic group","Male","1996",880,
"Hawke's Bay region","80-84 years","Total people, ethnic group","Female","1996",1530,
"Taranaki region","80-84 years","Total people, ethnic group","Male","1996",690,
"Taranaki region","80-84 years","Total people, ethnic group","Female","1996",1130,
"Manawatu-Wanganui region","80-84 years","Total people, ethnic group","Male","1996",1390,
"Manawatu-Wanganui region","80-84 years","Total people, ethnic group","Female","1996",2440,
"Wellington region","80-84 years","Total people, ethnic group","Male","1996",2100,
"Wellington region","80-84 years","Total people, ethnic group","Female","1996",3740,
"Tasman region","80-84 years","Total people, ethnic group","Male","1996",220,
"Tasman region","80-84 years","Total people, ethnic group","Female","1996",370,
"Nelson region","80-84 years","Total people, ethnic group","Male","1996",300,
"Nelson region","80-84 years","Total people, ethnic group","Female","1996",490,
"Marlborough region","80-84 years","Total people, ethnic group","Male","1996",270,
